1.10496 1000
1.12134 980
1.12954 960
1.13773 940
1.14592 920
1.25411 820
1.2623 810
1.2705 790
1.27869 770
1.28688 750
1.29507 730
1.40326 640
1.40736 630
1.41555 620
1.41965 610
1.42374 600
1.42784 590
1.43194 580
1.43603 570
1.44013 560
1.44422 550
1.44832 540
1.55242 450
1.55651 440
1.5647 430
1.5688 420
1.5729 410
1.57699 390
1.58518 370
1.59338 350
1.70157 500
1.70976 490
1.71795 470
1.72615 450
1.73434 430
1.74253 410
1.75072 390
1.85482 330
1.8712 320
1.8753 330
1.87939 320
1.88759 310
1.89168 320
1.89578 310
1.89987 320
2.00397 330
2.02035 320
2.02445 330
2.02855 320
2.03264 330
2.03674 320
2.15312 330
2.18179 320
2.30228 480
2.31047 470
2.31866 450
2.32685 430
2.33504 410
2.34324 390
2.45143 330
2.45552 340
2.45962 330
2.46372 340
2.46781 330
2.47191 340
2.476 320
2.4801 330
2.4842 320
2.48829 330
2.49239 320
2.49648 330
2.50058 310
2.60468 330
2.62106 320
2.62516 330
2.62925 320
2.63744 310
2.64154 320
2.64564 310
2.64973 320
2.75383 330
2.75792 340
2.76202 330
2.76612 340
2.77021 330
2.7784 320
2.90298 480
2.90708 470
2.91527 460
2.91937 450
2.92346 440
2.92756 430
2.93165 420
2.93575 410
2.93985 400
2.94394 390
2.94804 380
