1.10496 1
1.10771 0
1.10906 1
1.11315 2
1.11725 3
1.12134 4
1.12458 3
1.12544 4
1.12954 5
1.13411 6
1.1382 7
1.14144 6
1.1423 7
1.1464 8
1.15049 9
1.15459 10
1.1583 9
1.15868 10
1.16278 11
1.16688 12
1.17097 13
1.17507 14
1.17517 13
1.17916 14
1.18278 15
1.18688 16
1.19203 15
1.2089 14
1.22576 13
1.24262 12
1.25949 11
1.27635 10
1.29322 9
1.31008 8
1.32694 7
1.33843 8
1.34381 7
1.35482 8
1.36067 7
1.3712 8
1.37754 7
1.3944 6
1.39578 7
1.41126 6
1.41216 7
1.42035 8
1.42813 7
1.42854 8
1.44499 7
1.46186 6
1.46541 7
1.47872 6
1.48179 7
1.49558 6
1.49818 7
1.51245 6
1.51456 7
1.52931 6
1.53094 7
1.54618 6
1.54733 7
1.55552 8
1.56304 7
1.5719 8
1.5799 7
1.59677 6
1.60058 7
1.61363 6
1.6305 5
1.64736 4
1.66422 3
1.68109 2
1.69795 1
1.70467 2
1.70877 3
1.71286 4
1.71482 3
1.71696 4
1.72106 5
1.73168 4
1.73382 5
1.74202 6
1.74854 5
1.75021 6
1.76541 5
1.76659 6
1.77478 7
1.78227 6
1.7825 7
1.79914 6
1.80298 7
1.816 6
1.81936 7
1.83286 6
1.83574 7
1.84973 6
1.85213 7
1.86659 6
1.86851 7
1.88346 6
1.8849 7
1.90032 6
1.90128 7
1.91718 6
1.91766 7
1.92586 8
1.93405 7
1.93405 8
1.95091 7
1.96778 6
1.97091 7
1.98464 6
1.9873 7
2.0015 6
2.00368 7
2.01837 6
2.02006 7
2.03523 6
2.03645 7
2.04464 8
2.0521 7
2.05283 8
2.06896 7
2.07741 8
2.08582 7
2.10269 6
2.10608 7
2.11955 6
2.12246 7
2.13642 6
2.13885 7
2.15328 6
2.15523 7
2.16342 8
2.17014 7
2.17162 8
2.18701 7
2.19619 8
2.20387 7
2.22074 6
2.2376 5
2.25446 4
2.27133 3
2.28819 2
2.30438 3
2.30506 2
2.30848 3
2.31258 4
2.31667 5
2.32192 4
2.32486 5
2.33354 6
2.33878 5
2.34173 6
2.35565 5
2.35812 6
2.36631 7
2.37251 6
2.3745 7
2.38938 6
2.3904 7
2.40624 6
2.40678 7
2.41498 8
2.4231 7
2.43997 6
2.44365 7
2.45683 6
2.46004 7
2.4737 6
2.47642 7
2.49056 6
2.49281 7
2.50742 6
2.50918 7
2.52429 6
2.52557 7
2.53376 8
2.54115 7
2.55014 8
2.55802 7
2.56653 8
2.57488 7
2.59174 6
2.5952 7
2.60861 6
2.61158 7
2.62547 6
2.62797 7
2.64234 6
2.64435 7
2.65254 8
2.6592 7
2.66893 8
2.67606 7
2.68531 8
2.69293 7
2.7017 8
2.70979 7
2.72666 6
2.73037 7
2.74352 6
2.74675 7
2.76038 6
2.76314 7
2.77133 8
2.77725 7
2.78771 8
2.79411 7
2.81098 6
2.82784 5
2.8447 4
2.86157 3
2.87843 2
2.8953 1
2.9041 2
2.90819 3
2.91216 2
2.91229 3
2.91638 4
2.92048 5
2.92902 4
2.93326 5
2.94145 6
2.94589 5
2.94964 6
2.96275 5
2.96603 6
2.97422 7
2.97962 6
2.98192 7
2.99648 6
2.9983 7
3.01334 6
3.03021 5
3.04707 4
3.06394 3
3.0808 2
3.09766 1
3.11453 0
