1.02315 1
1.02725 0
1.02725 1
1.03134 2
1.03134 3
1.03544 2
1.03544 3
1.03954 4
1.03954 5
1.04363 4
1.04363 5
1.04773 6
1.04773 7
1.05182 6
1.05182 7
1.05592 8
1.05592 9
1.06002 8
1.06002 9
1.07411 6
1.07411 7
1.07821 8
1.07821 9
1.0823 10
1.0823 11
1.0864 10
1.0864 11
1.0905 12
1.0905 13
1.09459 12
1.09459 13
1.09869 14
1.09869 15
1.10278 14
1.10278 15
1.10496 16
1.10688 17
1.10906 18
1.11098 19
1.11315 20
1.11507 21
1.11725 20
1.11917 21
1.12134 22
1.13326 20
1.13326 21
1.13411 22
1.13736 23
1.1382 24
1.14146 25
1.1423 26
1.14555 27
1.1464 28
1.14965 29
1.15049 28
1.15374 29
1.15459 30
1.15784 31
1.15868 32
1.16194 33
1.16278 34
1.16603 35
1.16688 34
1.17013 35
1.17097 36
1.17422 37
1.17507 38
1.17832 39
1.17916 40
1.18688 38
1.19242 39
1.19507 40
1.19651 41
1.19917 42
1.20061 40
1.20061 41
1.20326 42
1.2047 43
1.20736 44
1.2088 45
1.21146 46
1.2129 47
1.21555 48
1.21699 49
1.21965 48
1.22109 49
1.22374 50
1.22518 51
1.22784 52
1.22928 53
1.23194 54
1.23338 55
1.23603 54
1.23747 55
1.24013 56
1.25157 54
1.25157 55
1.25242 56
1.25567 57
1.25651 58
1.25976 59
1.26061 60
1.26386 61
1.2647 62
1.26795 60
1.26795 61
1.2688 62
1.27205 63
1.2729 64
1.27615 65
1.28024 66
1.28109 67
1.28518 65
1.28843 66
1.28928 67
1.29663 68
1.29747 69
1.30566 67
1.31482 68
1.31795 69
1.31891 67
1.31891 68
1.32205 69
1.32301 70
1.32614 71
1.32711 72
1.33843 70
1.33939 71
1.34253 72
1.35482 70
1.35578 71
1.35891 72
1.3712 70
1.37397 71
1.3753 72
1.37939 73
1.38626 71
1.38626 72
1.39445 73
1.39578 74
1.40397 72
1.42035 70
1.43348 71
1.43674 70
1.43758 71
1.44083 72
1.44902 73
1.45396 71
1.45396 72
1.46215 73
1.46541 74
1.47035 72
1.4736 73
1.48998 71
1.49228 72
1.49637 73
1.49818 74
1.50456 72
1.50637 73
1.51456 74
1.52095 72
1.52095 73
1.53914 71
1.55227 72
1.55552 70
1.55636 71
1.55962 72
1.5719 70
1.57275 71
1.576 72
1.58913 70
1.58913 71
1.59238 72
1.59732 73
1.60058 74
